,Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance,Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level,Sleep_Hours_per_Night
4138,S5138,Omar,Johnson,student4138@university.com,Male,22,CS,66.19,63.1,41.01,72.0,65.23,6.11,70.29,53.150999999999996,E,15.7,No,Yes,unknown,Low,3,8.0
4139,S5139,Maria,Johnson,student4139@university.com,Male,19,CS,99.48,88.15,49.59,91.87,98.59,4.56,89.4,69.964,C,25.6,No,Yes,High School,Low,5,7.7
4140,S5140,Emma,Davis,student4140@university.com,Male,21,Business,56.7,84.31,62.62,74.79,98.14,9.03,75.08,71.3925,C,16.6,No,Yes,unknown,High,2,6.6
4141,S5141,Maria,Williams,student4141@university.com,Male,24,CS,88.03,84.09,46.4,55.34,88.02,0.35,81.81,63.4405,D,25.6,No,Yes,PhD,Medium,7,4.9
4142,S5142,Emma,Brown,student4142@university.com,Female,20,Business,96.79,99.11,51.86,57.39,76.05,7.29,59.23,65.245,C,17.1,No,Yes,PhD,Medium,9,8.6
4143,S5143,Omar,Williams,student4143@university.com,Male,19,Engineering,75.59,57.71,85.88,52.33,89.04,6.52,93.08,74.588,C,19.5,No,Yes,unknown,Medium,5,8.0
4144,S5144,Liam,Jones,student4144@university.com,Male,18,CS,50.13,78.68,86.19,59.77,77.67,6.5,68.14,75.4475,B,23.7,No,Yes,PhD,Medium,9,5.2
4145,S5145,Liam,Smith,student4145@university.com,Female,18,Engineering,68.75,91.33,89.05,94.68,50.18,4.14,74.11,79.52799999999999,B,11.6,No,Yes,Bachelor's,Low,2,7.7
4146,S5146,Ahmed,Brown,student4146@university.com,Male,20,CS,55.58,74.77,90.47,82.51,75.08,0.16,67.61,76.6635,B,11.2,No,Yes,unknown,High,8,4.5
4147,S5147,Omar,Smith,student4147@university.com,Male,22,Engineering,70.81,87.37,65.23,86.94,79.95,6.89,94.6,74.811,C,21.7,No,Yes,PhD,Medium,3,4.6
4148,S5148,Emma,Davis,student4148@university.com,Male,20,Engineering,76.1496214988645,64.87,92.05,81.08,63.29,8.29,95.04,78.09100000000001,B,28.8,No,Yes,Master's,Low,10,6.2
4149,S5149,Maria,Jones,student4149@university.com,Male,21,Engineering,71.94,75.43,71.56,69.33,60.16,0.85,61.21,66.188,C,16.2,Yes,Yes,Bachelor's,Low,5,7.5
4150,S5150,Maria,Davis,student4150@university.com,Female,20,CS,71.6,43.34,68.24,60.84,63.69,4.42,87.64,60.909,D,27.5,No,Yes,None,Low,3,8.6
4151,S5151,Emma,Jones,student4151@university.com,Female,18,Engineering,76.1496214988645,99.15,83.11,96.28,81.18,1.63,55.14,79.316,B,18.0,No,Yes,High School,Low,5,8.9
4152,S5152,John,Smith,student4152@university.com,Male,22,Business,79.08,88.0,52.83,75.74,57.3,6.11,51.49,60.678,D,29.3,No,Yes,PhD,Low,5,7.5
4153,S5153,Ahmed,Smith,student4153@university.com,Male,22,Business,92.81,92.13,87.37,74.05,86.02,7.86,91.83,84.4525,B,24.8,Yes,Yes,None,Low,1,7.9
4154,S5154,Ali,Smith,student4154@university.com,Female,23,Business,65.42,81.66,65.77,99.81,71.13,6.67,56.56,67.644,C,26.5,No,Yes,None,Medium,8,6.6
4155,S5155,Liam,Jones,student4155@university.com,Male,20,CS,91.08,51.16,47.64,69.2,67.67,3.18,57.74,50.893,E,22.0,Yes,No,High School,High,7,4.3
4156,S5156,Sara,Johnson,student4156@university.com,Female,21,Business,78.3,41.86,47.16,92.71,90.36,1.4,80.33,55.120000000000005,D,26.7,No,Yes,None,Medium,8,4.6
4157,S5157,Maria,Smith,student4157@university.com,Female,18,CS,65.03,91.88,49.89,93.12,75.3,7.94,90.84,69.135,C,19.8,No,Yes,PhD,Medium,3,8.9
4158,S5158,Sara,Davis,student4158@university.com,Female,19,CS,64.76,63.78,93.43,61.63,68.92,3.24,59.48,72.37450000000001,C,19.2,No,Yes,Bachelor's,Low,7,6.0
4159,S5159,Ali,Brown,student4159@university.com,Male,22,Business,68.06,55.83,99.46,54.74,93.91,0.22,55.71,74.237,C,26.8,No,No,PhD,Low,7,7.9
4160,S5160,Omar,Jones,student4160@university.com,Male,20,Mathematics,81.13,73.7,61.42,74.14574324324325,68.41,5.71,53.87,61.90728716216216,D,5.4,No,Yes,Master's,Low,2,5.1
4161,S5161,Sara,Davis,student4161@university.com,Male,23,Engineering,61.54,65.25,57.53,71.29,92.95,2.47,51.24,59.9935,D,17.0,No,Yes,unknown,High,3,6.7
4162,S5162,Ali,Williams,student4162@university.com,Female,21,CS,96.02,79.1,53.13,50.11,75.21,8.41,55.82,59.847,D,26.8,No,No,High School,High,6,4.8
4163,S5163,Liam,Williams,student4163@university.com,Male,21,CS,78.75,69.03,89.43,74.95,60.4,1.43,97.13,77.458,B,9.9,No,Yes,Master's,Medium,4,8.0
4164,S5164,Emma,Brown,student4164@university.com,Male,24,Engineering,96.0,81.83,52.55,80.97,80.64,4.35,54.76,62.02149999999999,D,29.0,No,Yes,None,Low,4,4.8
4165,S5165,John,Johnson,student4165@university.com,Female,18,Business,52.32,91.21,95.45,88.8,64.27,2.53,79.88,83.958,B,23.5,No,Yes,None,Medium,1,7.5
4166,S5166,Liam,Smith,student4166@university.com,Male,22,CS,67.13,51.73,80.04,97.15,57.36,6.9,96.05,70.2945,C,24.1,Yes,No,Bachelor's,Medium,8,4.8
4167,S5167,Maria,Jones,student4167@university.com,Male,18,Business,51.14,59.77,93.83,75.12164785553047,54.33,5.49,81.39,74.14658239277654,C,21.6,No,No,High School,High,2,8.1
4168,S5168,Ali,Davis,student4168@university.com,Male,23,CS,63.61,66.21,73.24,97.01,62.08,7.91,51.64,65.04849999999999,C,16.2,No,Yes,PhD,Medium,6,6.5
4169,S5169,Sara,Smith,student4169@university.com,Female,19,Business,93.1,97.72,81.44,51.61,86.83,4.59,79.82,80.47200000000001,B,16.5,Yes,Yes,None,Medium,10,6.1
4170,S5170,Maria,Davis,student4170@university.com,Male,19,Mathematics,51.83,61.92,77.17,85.59,91.9,0.05,95.15,74.0925,C,26.0,Yes,Yes,Master's,Medium,10,5.7
4171,S5171,John,Jones,student4171@university.com,Female,19,Engineering,71.81,62.87,89.87,74.16572280178838,93.09,2.15,66.13,74.70978614008942,C,8.5,No,Yes,unknown,Medium,1,7.4
4172,S5172,Emma,Williams,student4172@university.com,Female,21,CS,55.88,79.21,90.15,59.38,63.51,9.99,65.68,75.534,B,18.1,No,Yes,PhD,Medium,1,4.4
4173,S5173,Omar,Smith,student4173@university.com,Female,22,Business,70.84,65.15,75.39,90.02,83.05,4.05,62.44,68.818,C,12.7,Yes,Yes,Master's,Medium,10,8.3
4174,S5174,Maria,Brown,student4174@university.com,Male,18,Engineering,91.94,97.07,77.95,70.86,61.52,6.2,75.28,76.7445,B,29.6,No,Yes,High School,High,2,7.8
4175,S5175,Omar,Johnson,student4175@university.com,Male,18,Engineering,81.15,93.67,95.31,95.83,81.14,9.05,61.9,84.18450000000001,B,5.1,No,Yes,Bachelor's,Low,6,5.9
4176,S5176,Ali,Brown,student4176@university.com,Male,23,Engineering,86.84,70.8,95.79,52.12,94.36,0.21,86.19,80.997,B,6.6,No,Yes,Master's,High,4,8.9
4177,S5177,John,Johnson,student4177@university.com,Female,19,CS,67.46,78.69,79.85,90.11,52.04,6.6,82.24,73.988,C,29.2,No,Yes,unknown,Medium,8,8.2
4178,S5178,Sara,Davis,student4178@university.com,Female,22,Business,97.22,43.48,40.47,75.12164785553047,99.26,2.88,70.04,51.39008239277652,E,18.6,Yes,Yes,PhD,Medium,7,5.4
4179,S5179,John,Smith,student4179@university.com,Male,22,CS,85.46,81.74,46.26,58.83,91.35,2.79,86.13,64.0745,D,8.5,No,Yes,None,High,4,8.4
4180,S5180,John,Smith,student4180@university.com,Female,23,Mathematics,71.09,82.43,91.48,73.87,88.08,2.25,54.92,78.0515,B,16.2,Yes,Yes,High School,High,4,4.5
4181,S5181,Ahmed,Johnson,student4181@university.com,Male,20,CS,71.32,61.55,45.08,69.78,84.57,8.23,87.48,58.899,D,13.1,No,Yes,Master's,Medium,5,7.4
4182,S5182,John,Williams,student4182@university.com,Male,22,Business,95.93,53.18,52.81,74.31,88.51,3.73,80.15,59.194500000000005,D,27.8,No,Yes,PhD,High,7,4.7
4183,S5183,John,Jones,student4183@university.com,Male,22,CS,78.82,94.9,53.83,97.0,99.73,0.67,81.5,72.3385,C,22.2,No,Yes,None,Low,10,8.9
4184,S5184,Liam,Brown,student4184@university.com,Male,18,CS,74.88505488474205,65.6,76.01,82.87,88.51,0.97,53.23,67.8315,C,8.3,Yes,Yes,PhD,Medium,9,4.2
4185,S5185,Maria,Davis,student4185@university.com,Male,23,CS,74.88505488474205,79.22,74.6,64.52,67.58,1.49,80.91,71.84,C,18.4,No,Yes,None,Low,5,5.2
4186,S5186,Sara,Brown,student4186@university.com,Male,22,Business,61.18,42.0,57.37,58.65,80.7,8.99,74.71,56.1065,D,8.4,No,Yes,Bachelor's,Low,3,6.7
4187,S5187,Liam,Brown,student4187@university.com,Male,22,Engineering,86.18,64.84,52.46,71.0,66.85,4.27,74.29,58.786,D,21.6,No,Yes,Bachelor's,High,9,6.9
4188,S5188,Liam,Davis,student4188@university.com,Female,18,Business,80.39,89.04,85.87,72.58,98.5,9.16,66.09,80.45850000000002,B,23.2,No,Yes,unknown,Low,1,6.6
4189,S5189,Maria,Davis,student4189@university.com,Male,22,CS,75.07,63.25,96.13,75.26977360574269,95.01,8.17,50.38,75.49448868028713,B,19.1,No,Yes,None,Medium,2,7.7
4190,S5190,Maria,Smith,student4190@university.com,Female,18,Engineering,81.2,76.19,43.17,74.16572280178838,78.38,8.38,71.13,58.95028614008942,D,29.1,No,Yes,None,Low,4,4.0
4191,S5191,Ali,Brown,student4191@university.com,Female,20,Business,60.41,52.59,47.99,88.38,89.06,2.87,70.05,56.319500000000005,D,28.6,Yes,Yes,unknown,Medium,6,6.8
4192,S5192,Maria,Jones,student4192@university.com,Male,21,CS,89.7,64.99,78.53,54.92,95.48,2.71,71.14,70.76,C,10.1,No,Yes,High School,Low,3,7.1
4193,S5193,Ahmed,Jones,student4193@university.com,Female,24,Engineering,97.41,95.66,88.27,78.02,62.18,5.6,80.6,81.71199999999999,B,5.0,No,No,Bachelor's,Medium,10,5.0
4194,S5194,Ahmed,Johnson,student4194@university.com,Female,18,Engineering,94.56,73.99,87.47,81.18,78.97,4.18,65.0,75.4005,B,21.6,No,Yes,Bachelor's,Medium,3,7.3
4195,S5195,Liam,Davis,student4195@university.com,Female,18,CS,66.07,94.12,83.18,60.34,74.09,5.09,63.47,77.00300000000001,B,16.9,No,Yes,unknown,Medium,9,7.3
4196,S5196,Omar,Smith,student4196@university.com,Male,22,CS,70.3,94.12,93.25,91.3,88.58,0.53,74.89,85.513,A,13.4,No,Yes,None,High,3,6.7
4197,S5197,Ali,Jones,student4197@university.com,Male,18,Engineering,76.1496214988645,96.65,53.04,80.77,68.95,9.72,79.62,68.741,C,27.9,Yes,Yes,Master's,Low,5,5.3
4198,S5198,Omar,Williams,student4198@university.com,Male,23,CS,79.76,93.72,46.44,82.29,85.45,0.58,78.37,66.45,C,29.5,No,Yes,High School,Medium,3,6.1
4199,S5199,Omar,Smith,student4199@university.com,Male,19,Business,77.4,40.2,76.92,74.89,70.15,1.79,94.08,65.779,C,28.3,No,Yes,None,Medium,1,5.4
4200,S5200,Liam,Smith,student4200@university.com,Male,19,Mathematics,96.33,96.04,89.34,95.48,55.55,6.78,88.46,83.683,B,17.5,Yes,Yes,None,Medium,5,7.8
4201,S5201,Emma,Jones,student4201@university.com,Female,20,Engineering,76.1496214988645,48.25,74.92,84.7,55.36,1.56,52.61,59.771,D,22.6,No,Yes,Bachelor's,High,5,7.1
4202,S5202,Liam,Williams,student4202@university.com,Female,18,Engineering,75.75,42.4,97.78,69.09,55.95,1.07,78.17,70.54050000000001,C,9.3,No,Yes,PhD,Medium,3,4.8
4203,S5203,Sara,Johnson,student4203@university.com,Male,23,CS,52.1,43.32,87.73,61.93,51.63,1.54,70.89,64.892,D,28.8,Yes,No,unknown,High,9,6.8
4204,S5204,Sara,Jones,student4204@university.com,Female,22,Business,53.47,60.93,82.05,53.55,76.65,0.62,68.05,68.6335,C,12.1,No,No,None,Medium,10,8.5
4205,S5205,Maria,Williams,student4205@university.com,Female,22,CS,50.37,77.25,43.62,58.27,83.6,2.51,97.89,62.842999999999996,D,9.8,No,Yes,unknown,Medium,4,8.2
4206,S5206,Maria,Smith,student4206@university.com,Female,24,Engineering,95.66,64.14,46.46,99.63,56.34,2.71,72.84,56.29600000000001,D,6.5,No,Yes,PhD,Low,3,8.5
4207,S5207,Emma,Williams,student4207@university.com,Female,21,Mathematics,70.42,41.53,87.09,70.34,80.59,4.99,85.97,69.93950000000001,C,18.8,Yes,Yes,Master's,High,5,8.6
4208,S5208,Maria,Smith,student4208@university.com,Male,20,Engineering,73.43,68.59,51.89,94.93,79.89,4.39,98.35,65.611,C,28.7,No,Yes,Bachelor's,Low,7,4.9
4209,S5209,Sara,Jones,student4209@university.com,Male,23,Business,75.36161862527716,66.53,41.73,75.12164785553047,57.35,4.74,57.55,51.68508239277652,E,8.4,No,Yes,Master's,High,2,7.6
4210,S5210,Omar,Davis,student4210@university.com,Male,23,Engineering,80.46,85.41,94.65,71.27,70.2,6.16,52.73,78.01350000000001,B,8.0,No,Yes,High School,Medium,5,7.2
4211,S5211,Liam,Jones,student4211@university.com,Female,24,CS,80.48,56.78,93.45,98.03,87.76,2.31,65.68,75.22,B,11.8,Yes,Yes,PhD,Medium,3,4.2
4212,S5212,John,Brown,student4212@university.com,Female,24,Business,64.83,53.05,53.11,54.56,50.84,1.35,52.22,50.218999999999994,E,21.6,No,Yes,High School,Low,9,7.9
4213,S5213,Ahmed,Brown,student4213@university.com,Male,22,CS,91.7,55.36,86.81,75.26977360574269,57.35,8.79,55.84,66.87798868028713,C,18.7,No,Yes,unknown,Low,8,5.0
4214,S5214,John,Brown,student4214@university.com,Male,21,Business,58.29,58.22,42.88,95.96,99.79,6.34,99.59,61.7395,D,7.4,No,Yes,Master's,Low,9,8.6
4215,S5215,John,Jones,student4215@university.com,Female,22,CS,52.66,75.95,57.1,97.48,86.68,0.61,98.01,70.1015,C,16.1,No,Yes,unknown,High,6,8.2
4216,S5216,Sara,Johnson,student4216@university.com,Male,21,Business,59.58,68.29,77.42,92.3,73.21,9.61,84.56,73.141,C,6.7,Yes,Yes,High School,Low,4,7.8
4217,S5217,John,Jones,student4217@university.com,Male,19,CS,63.39,60.21,85.79,75.26977360574269,81.49,6.93,87.65,74.77498868028714,C,26.3,No,No,unknown,Low,9,7.5
4218,S5218,Liam,Davis,student4218@university.com,Female,23,Engineering,64.12,62.46,40.62,82.61,92.31,1.52,57.02,53.8535,E,7.7,Yes,Yes,Master's,Low,4,6.4
4219,S5219,Emma,Williams,student4219@university.com,Female,24,Engineering,83.53,62.26,59.57,61.02,92.12,9.69,79.76,64.1045,D,16.8,No,No,PhD,High,4,8.0
4220,S5220,Ali,Jones,student4220@university.com,Male,19,Engineering,60.89,98.34,52.86,86.53,66.24,3.65,57.72,65.52,C,17.8,No,Yes,unknown,Medium,2,8.1
4221,S5221,Maria,Jones,student4221@university.com,Female,22,CS,83.83,53.98,99.93,98.92,74.56,9.85,68.92,76.6995,B,18.3,No,Yes,None,Low,1,4.5
4222,S5222,Ali,Smith,student4222@university.com,Male,20,Engineering,54.56,89.08,80.26,76.3,81.9,1.03,67.27,76.52100000000002,B,20.2,No,Yes,Master's,Medium,10,5.7
4223,S5223,Omar,Smith,student4223@university.com,Female,18,CS,57.36,82.49,64.34,75.26977360574269,53.59,1.6,80.7,67.66598868028714,C,22.5,No,No,None,Low,4,5.6
4224,S5224,Liam,Smith,student4224@university.com,Female,20,Engineering,75.44,40.33,44.54,78.67,97.29,6.57,53.98,49.98650000000001,F,5.1,Yes,Yes,High School,Low,6,4.6
4225,S5225,Liam,Jones,student4225@university.com,Male,20,CS,74.88505488474205,99.59,75.92,84.53,71.64,0.22,55.17,74.9425,C,5.8,No,Yes,None,Medium,4,8.9
4226,S5226,Ahmed,Johnson,student4226@university.com,Female,18,Engineering,92.98,85.39,78.5,60.41,68.54,0.19,80.5,74.7065,C,20.3,No,Yes,unknown,Low,4,6.9
4227,S5227,Liam,Williams,student4227@university.com,Male,23,CS,98.44,80.95,88.98,85.96,95.36,7.92,81.81,82.33100000000002,B,9.6,No,Yes,unknown,Low,2,6.9
4228,S5228,Maria,Williams,student4228@university.com,Female,19,Mathematics,82.52,64.32,57.31,79.37,55.91,1.68,66.99,58.696,D,25.8,Yes,Yes,High School,Low,3,5.9
4229,S5229,Liam,Davis,student4229@university.com,Male,19,Engineering,83.79,73.31,98.89,80.62,51.96,9.19,57.34,76.171,B,20.7,No,Yes,Master's,Medium,3,7.8
4230,S5230,John,Johnson,student4230@university.com,Female,23,CS,81.25,55.2,66.37,65.3,84.25,4.26,94.3,66.396,C,29.5,Yes,Yes,unknown,High,7,6.4
4231,S5231,Ahmed,Johnson,student4231@university.com,Female,18,Engineering,76.1496214988645,42.13,57.76,57.76,69.25,8.74,52.65,51.784,E,23.2,No,Yes,Bachelor's,Medium,4,7.7
4232,S5232,Maria,Williams,student4232@university.com,Male,21,Business,57.36,90.16,60.91,81.17,88.22,4.18,85.87,72.874,C,7.3,No,No,Bachelor's,Low,3,8.4
4233,S5233,Emma,Brown,student4233@university.com,Female,20,CS,77.19,93.79,71.18,79.31,53.43,5.3,57.0,70.043,C,9.3,No,Yes,unknown,Medium,5,7.3
4234,S5234,Emma,Smith,student4234@university.com,Male,22,Engineering,69.3,49.75,96.2,66.9,69.19,3.17,81.87,73.6205,C,6.2,No,Yes,unknown,Low,4,7.1
4235,S5235,Emma,Smith,student4235@university.com,Female,19,Engineering,72.13,87.22,84.11,64.79,61.77,6.58,83.18,77.67150000000001,B,23.5,No,Yes,High School,Medium,1,7.9
4236,S5236,Emma,Williams,student4236@university.com,Female,23,CS,76.18,84.47,74.63,67.36,86.98,3.18,90.21,76.726,B,8.2,Yes,Yes,None,Medium,6,6.5
4237,S5237,John,Johnson,student4237@university.com,Male,22,Business,56.42,50.7,49.77,74.49,61.36,2.23,69.75,53.0175,E,21.6,Yes,Yes,None,Medium,5,8.1
4238,S5238,Liam,Davis,student4238@university.com,Female,24,CS,67.97,65.31,48.96,98.74,72.9,0.81,51.09,55.8425,D,18.9,No,Yes,Master's,Low,7,4.5
4239,S5239,Ali,Brown,student4239@university.com,Female,18,CS,53.17,65.37,70.13,88.18,90.94,0.58,90.55,71.509,C,20.8,No,Yes,High School,High,8,5.2
4240,S5240,Maria,Williams,student4240@university.com,Male,22,Business,98.98,85.6,83.72,92.59,95.77,3.06,72.2,80.0775,B,17.7,Yes,Yes,unknown,Low,3,8.6
4241,S5241,John,Smith,student4241@university.com,Female,22,Engineering,55.93,90.26,85.06,75.28,86.13,7.36,92.35,83.1865,B,5.3,Yes,Yes,Master's,Low,4,4.9
4242,S5242,Emma,Jones,student4242@university.com,Male,20,Business,62.93,45.69,53.55,76.31,71.46,2.06,88.8,57.227000000000004,D,11.3,Yes,Yes,PhD,High,5,6.3
4243,S5243,Omar,Johnson,student4243@university.com,Male,18,Engineering,94.56,73.78,46.01,60.22,78.6,2.99,74.92,59.1075,D,27.1,No,Yes,Master's,High,8,6.4
4244,S5244,Liam,Jones,student4244@university.com,Male,22,Business,74.14,85.7,63.07,75.12164785553047,84.48,9.05,99.97,74.30508239277653,C,28.2,Yes,Yes,unknown,Low,10,6.1
4245,S5245,Ali,Davis,student4245@university.com,Female,19,Business,56.78,87.17,95.09,71.08,93.75,6.39,73.1,84.042,B,7.4,No,No,Bachelor's,Medium,7,8.3
4246,S5246,Omar,Williams,student4246@university.com,Female,18,CS,69.21,48.88,72.72,87.12,94.43,9.2,84.83,68.2915,C,28.8,No,Yes,Bachelor's,Low,7,7.7
4247,S5247,Ahmed,Smith,student4247@university.com,Male,19,Business,55.79,71.53,59.21,75.12164785553047,96.55,9.11,83.49,67.95658239277653,C,21.8,Yes,Yes,Bachelor's,High,5,8.1
4248,S5248,Omar,Brown,student4248@university.com,Female,23,Engineering,60.01,91.45,59.42,55.43,90.54,0.63,75.9,69.8725,C,28.1,No,Yes,Bachelor's,Medium,4,9.0
4249,S5249,Ahmed,Jones,student4249@university.com,Male,23,CS,52.6,59.11,47.93,58.65,57.34,9.55,79.27,54.983999999999995,E,15.0,No,Yes,unknown,Medium,1,8.9
4250,S5250,Ahmed,Brown,student4250@university.com,Female,24,Engineering,71.91,65.51,68.39,90.58,87.38,0.51,89.93,70.5155,C,7.5,No,Yes,unknown,Low,6,8.5
4251,S5251,Emma,Davis,student4251@university.com,Male,21,CS,90.33,88.26,87.48,75.26977360574269,90.73,9.26,78.58,82.14348868028713,B,12.6,No,Yes,Master's,Medium,9,6.8
4252,S5252,Ahmed,Smith,student4252@university.com,Male,23,Business,79.3,45.36,98.11,63.22,93.89,5.47,72.51,74.284,C,22.2,No,Yes,High School,Medium,2,5.5
4253,S5253,Sara,Jones,student4253@university.com,Female,22,Engineering,80.32,91.57,70.1,96.47,96.24,5.33,83.1,78.1115,B,24.9,No,Yes,High School,Low,1,7.6
4254,S5254,Maria,Davis,student4254@university.com,Male,18,Mathematics,60.03,58.67,50.03,82.88,75.46,7.13,51.78,54.492999999999995,E,6.3,Yes,No,None,High,10,8.7
4255,S5255,Maria,Brown,student4255@university.com,Male,23,CS,67.19,40.09,80.98,55.72,82.75,8.79,55.46,62.234,D,17.2,No,Yes,High School,Low,5,9.0
4256,S5256,Emma,Brown,student4256@university.com,Female,19,Engineering,92.26,54.05,85.41,57.18,50.48,6.17,56.27,64.3325,D,6.6,No,Yes,PhD,High,4,7.1
4257,S5257,Sara,Jones,student4257@university.com,Male,22,CS,54.39,45.37,44.3,63.62,78.64,4.25,71.29,51.0135,E,26.6,No,Yes,unknown,Medium,4,7.5
4258,S5258,Omar,Smith,student4258@university.com,Male,23,Engineering,76.1496214988645,45.54,91.01,79.7,73.66,1.12,93.59,73.2345,C,16.9,Yes,Yes,Bachelor's,High,1,5.4
4259,S5259,John,Brown,student4259@university.com,Female,20,Business,74.18,81.57,89.76,75.12164785553047,98.12,7.89,82.16,82.58308239277653,B,27.9,No,Yes,None,Medium,1,5.0
4260,S5260,Omar,Williams,student4260@university.com,Male,19,Business,91.86,52.84,68.35,63.72,95.09,1.28,98.63,68.1035,C,7.0,No,Yes,Master's,Medium,1,7.2
4261,S5261,Liam,Davis,student4261@university.com,Male,24,Business,65.9,96.08,73.63,93.53,89.88,7.26,52.0,75.2995,B,13.3,No,Yes,Master's,Low,8,5.1
4262,S5262,John,Jones,student4262@university.com,Male,24,Business,66.94,70.99,82.8,55.46,52.85,5.28,86.1,72.1045,C,21.9,Yes,Yes,Master's,Medium,1,6.0
4263,S5263,Ahmed,Johnson,student4263@university.com,Male,24,CS,87.58,67.61,80.6,60.38,70.1,3.86,65.71,69.221,C,12.3,No,Yes,Bachelor's,Low,5,6.5
4264,S5264,Ali,Johnson,student4264@university.com,Male,19,CS,89.25,66.06,40.99,98.52,84.8,6.13,51.16,54.2975,E,26.0,No,Yes,None,Low,10,8.7
4265,S5265,John,Smith,student4265@university.com,Male,24,Engineering,61.48,81.56,47.35,56.74,51.48,7.72,91.3,61.396,D,29.7,Yes,Yes,High School,Low,6,8.9
4266,S5266,Ali,Williams,student4266@university.com,Male,21,Engineering,98.64,67.14,49.76,94.41,61.79,9.41,58.13,56.778499999999994,D,12.0,No,Yes,High School,Medium,7,5.2
4267,S5267,Maria,Brown,student4267@university.com,Male,20,CS,54.22,47.72,85.34,85.2,94.38,2.65,60.7,69.0015,C,14.0,No,Yes,Bachelor's,Medium,5,4.7
4268,S5268,Ali,Johnson,student4268@university.com,Female,21,Engineering,53.43,92.81,66.41,53.65,56.49,9.47,67.02,68.62450000000001,C,29.2,No,Yes,PhD,Low,9,5.1
4269,S5269,Maria,Smith,student4269@university.com,Male,23,Engineering,79.78,65.7,72.73,74.19,52.57,9.61,89.42,68.377,C,14.0,Yes,No,unknown,Low,1,6.6
4270,S5270,Sara,Davis,student4270@university.com,Male,20,CS,74.88505488474205,44.44,86.36,75.95,79.03,8.14,81.23,69.946,C,18.9,No,Yes,PhD,Medium,7,7.9
4271,S5271,Sara,Williams,student4271@university.com,Female,19,Business,98.04,71.76,60.46,96.61,97.32,8.81,63.24,66.613,C,24.2,No,Yes,High School,Low,6,6.6
4272,S5272,Emma,Williams,student4272@university.com,Male,21,Engineering,70.25,78.84,84.93,74.16572280178838,91.73,6.92,58.42,75.67228614008943,B,16.0,Yes,Yes,Bachelor's,Medium,9,8.7
4273,S5273,Emma,Smith,student4273@university.com,Male,22,CS,51.26,56.53,66.54,72.34,98.74,0.39,55.48,62.581,D,14.3,No,Yes,PhD,Low,6,7.2
4274,S5274,Ahmed,Smith,student4274@university.com,Male,20,CS,74.88505488474205,88.02,62.63,55.62,87.68,5.75,57.49,67.51700000000001,C,17.4,No,Yes,unknown,Low,2,6.4
4275,S5275,John,Brown,student4275@university.com,Male,19,Business,64.48,80.19,59.98,81.96,71.87,7.47,93.41,69.7095,C,24.5,No,No,unknown,Low,9,7.9
4276,S5276,Ahmed,Smith,student4276@university.com,Male,18,Mathematics,71.65,79.02,97.9,60.54,97.33,9.42,96.13,86.56550000000001,A,12.8,Yes,Yes,Master's,Low,4,8.8
4277,S5277,Maria,Brown,student4277@university.com,Male,20,Engineering,76.1496214988645,65.25,86.32,53.88,71.33,5.7,98.4,75.7125,B,13.8,Yes,Yes,None,Low,9,5.7
4278,S5278,Ahmed,Brown,student4278@university.com,Female,20,CS,74.88505488474205,97.71,41.21,99.85,67.5,7.94,91.74,66.81200000000001,C,9.7,No,Yes,unknown,High,3,5.4
4279,S5279,Ali,Jones,student4279@university.com,Female,23,Mathematics,74.3,56.45,97.44,63.48,72.41,7.05,94.37,78.0115,B,22.5,No,Yes,None,Medium,3,5.1
4280,S5280,Maria,Williams,student4280@university.com,Female,22,Engineering,71.32,74.66,86.53,74.16572280178838,90.7,2.81,90.81,79.81728614008942,B,27.5,No,Yes,Bachelor's,Low,5,6.7
4281,S5281,Emma,Davis,student4281@university.com,Female,23,Business,85.63,58.54,48.95,75.12164785553047,95.88,1.55,97.9,62.32158239277652,D,9.6,No,Yes,High School,Medium,8,6.3
4282,S5282,Sara,Williams,student4282@university.com,Female,24,Business,75.36161862527716,84.69,44.58,91.08,67.88,7.51,92.28,64.564,D,5.9,No,Yes,Master's,Low,9,5.2
4283,S5283,Emma,Williams,student4283@university.com,Male,20,CS,59.26,42.87,58.49,53.2,73.11,2.34,73.1,55.1665,D,14.5,Yes,Yes,Master's,Medium,4,7.6
4284,S5284,John,Jones,student4284@university.com,Male,20,Engineering,76.1496214988645,42.75,77.45,55.27,94.92,2.45,66.16,63.969500000000004,D,15.3,No,Yes,Bachelor's,High,8,5.5
4285,S5285,Maria,Brown,student4285@university.com,Male,24,CS,74.88505488474205,88.65,76.99,54.51,52.35,6.44,79.21,73.1225,C,21.1,Yes,Yes,None,Medium,10,7.8
4286,S5286,Maria,Brown,student4286@university.com,Male,22,CS,58.95,66.06,56.55,52.35,89.19,7.89,80.41,63.1275,D,7.1,No,Yes,unknown,Medium,5,8.2
4287,S5287,Ali,Smith,student4287@university.com,Male,22,Business,75.36161862527716,60.47,66.74,82.97,72.71,5.82,78.75,65.3365,C,25.5,No,Yes,unknown,Low,9,8.3
